gene_symbol	ensembl_gene_id	transcript_id	mane_select	canonical	pLI	loeuf	missense_z	lof_oe	lof_observed	lof_expected	gene_flags	constraint_flags	exome_prop_bp_an90	exome_prop_segdup	exome_prop_lcr
RBAK-RBAKDN	ENSG00000272968	ENST00000407184	false	true	1.0673e-04	1.0237e+00	-6.1181e-01	6.8245e-01	17	2.4910e+01			1.0000e+00	3.2647e-01	0.0000e+00
RBBP4	ENSG00000162521	ENST00000373493	true	true	1.0000e+00	1.3547e-01	7.7315e+00	5.2414e-02	3	5.7236e+01			9.9529e-01	4.9412e-02	0.0000e+00
RBBP5	ENSG00000117222	ENST00000264515	true	true	1.0000e+00	1.4555e-01	5.5145e+00	6.9225e-02	5	7.2229e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBBP6	ENSG00000122257	ENST00000319715	true	true	1.0000e+00	2.0819e-01	2.4578e+00	1.4907e-01	25	1.6771e+02			9.9870e-01	0.0000e+00	3.1436e-02
RBBP7	ENSG00000102054	ENST00000380087	true	true	9.9998e-01	2.9904e-01	4.0656e+00	1.4222e-01	5	3.5156e+01			9.8745e-01	0.0000e+00	0.0000e+00
RBBP8	ENSG00000101773	ENST00000327155	true	true	1.8125e-24	9.7031e-01	3.4243e-01	8.1271e-01	88	1.0828e+02			1.0000e+00	0.0000e+00	4.0877e-03
RBBP8NL	ENSG00000130701	ENST00000252998	true	true	1.5684e-19	1.1788e+00	4.9406e-02	9.4906e-01	59	6.2167e+01			9.3574e-01	0.0000e+00	0.0000e+00
RBBP9	ENSG00000089050	ENST00000337227	true	true	1.5935e-06	1.2032e+00	-1.2673e-02	8.2799e-01	20	2.4155e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBCK1	ENSG00000125826	ENST00000356286	true	true	4.8299e-09	7.9543e-01	1.8901e+00	6.1865e-01	44	7.1122e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBFA	ENSG00000101546	ENST00000306735	true	true	1.7307e-03	8.6954e-01	-4.9088e-01	5.7251e-01	16	2.7947e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBFOX1	ENSG00000078328	ENST00000550418	true	true	1.0000e+00	2.5021e-01	-1.1389e+00	1.3867e-01	8	5.7691e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBFOX2	ENSG00000100320	ENST00000405409	false	true	9.9999e-01	3.4512e-01	3.1682e+00	2.0347e-01	10	4.9148e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBFOX3	ENSG00000167281	ENST00000693108	true	true	9.4233e-01	5.2352e-01	2.2087e+00	3.4902e-01	17	4.8707e+01			6.6481e-01	0.0000e+00	0.0000e+00
RBIS	ENSG00000176731	ENST00000619594	true	true	8.0035e-04	1.6100e+00	5.1381e-01	9.2260e-01	9	9.7550e+00			9.3333e-01	0.0000e+00	0.0000e+00
RBKS	ENSG00000171174	ENST00000302188	true	true	1.3887e-11	1.2999e+00	6.7942e-01	9.7215e-01	33	3.3946e+01			9.9482e-01	0.0000e+00	0.0000e+00
RBL1	ENSG00000080839	ENST00000373664	true	true	4.8576e-18	8.0086e-01	1.5214e+00	6.6649e-01	82	1.2303e+02			1.0000e+00	0.0000e+00	0.0000e+00
RBL2	ENSG00000103479	ENST00000262133	true	true	1.4913e-03	5.5542e-01	1.9294e+00	4.4459e-01	56	1.2596e+02			9.9678e-01	0.0000e+00	0.0000e+00
RBM10	ENSG00000182872	ENST00000377604	true	true	1.0000e+00	5.5901e-02	5.9043e+00	1.1784e-02	1	8.4862e+01			9.9821e-01	0.0000e+00	1.5054e-02
RBM11	ENSG00000185272	ENST00000400577	true	true	4.5070e-06	1.2490e+00	8.8761e-01	8.4230e-01	18	2.1370e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM12	ENSG00000244462	ENST00000374114	true	true	9.5553e-06	9.0740e-01	1.5151e+00	6.4521e-01	24	3.7197e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM12B	ENSG00000183808	ENST00000520560	true	true	9.8527e-01	4.9422e-01	1.4846e+00	2.9137e-01	10	3.4321e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM14	ENSG00000239306	ENST00000310137	true	true	1.0000e+00	1.9918e-01	2.0537e+00	9.4728e-02	5	5.2783e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM14-RBM4	ENSG00000248643	ENST00000412278	false	true	9.8537e-01	4.8768e-01	2.1729e+00	2.5964e-01	7	2.6960e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM15	ENSG00000162775	ENST00000369784	true	true	1.0000e+00	2.3050e-01	1.6940e+00	1.2775e-01	8	6.2623e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM15B	ENSG00000259956	ENST00000563281	true	true	1.0000e+00	3.4183e-01	1.3782e+00	2.0651e-01	11	5.3265e+01			8.6929e-01	0.0000e+00	0.0000e+00
RBM17	ENSG00000134453	ENST00000379888	true	true	1.0000e+00	2.4711e-01	4.5865e+00	1.3156e-01	7	5.3209e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM18	ENSG00000119446	ENST00000417201	true	true	6.6934e-05	1.0102e+00	1.1296e+00	6.8124e-01	18	2.6422e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM19	ENSG00000122965	ENST00000261741	true	true	8.4833e-26	9.5496e-01	7.2902e-01	8.0450e-01	94	1.1684e+02			1.0000e+00	0.0000e+00	0.0000e+00
RBM20	ENSG00000203867	ENST00000369519	true	true	2.4890e-04	5.8507e-01	6.7576e-01	4.6332e-01	51	1.1007e+02			9.6849e-01	0.0000e+00	0.0000e+00
RBM22	ENSG00000086589	ENST00000199814	true	true	1.0000e+00	9.4715e-02	4.9175e+00	1.9966e-02	1	5.0086e+01			9.9921e-01	0.0000e+00	0.0000e+00
RBM23	ENSG00000100461	ENST00000359890	true	true	1.5930e-17	1.1854e+00	-9.0804e-01	9.4289e-01	53	5.6210e+01			9.9848e-01	0.0000e+00	0.0000e+00
RBM24	ENSG00000112183	ENST00000379052	true	true	9.9314e-01	4.4587e-01	1.5055e+00	2.1206e-01	5	2.3579e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM25	ENSG00000119707	ENST00000261973	true	true	1.0000e+00	2.3106e-01	5.7690e+00	1.5747e-01	19	1.2066e+02			9.9842e-01	0.0000e+00	6.7616e-02
RBM26	ENSG00000139746	ENST00000438737	true	true	1.0000e+00	3.2930e-01	3.1542e+00	2.4279e-01	30	1.2357e+02			1.0000e+00	0.0000e+00	3.6412e-03
RBM27	ENSG00000091009	ENST00000265271	true	true	1.0000e+00	2.3215e-01	3.2414e+00	1.6258e-01	22	1.3532e+02			9.8742e-01	0.0000e+00	3.4591e-03
RBM28	ENSG00000106344	ENST00000223073	true	true	2.6759e-21	9.5840e-01	1.0585e+00	7.9387e-01	78	9.8253e+01			1.0000e+00	0.0000e+00	2.5472e-02
RBM3	ENSG00000102317	ENST00000376759	true	true	8.3502e-01	6.4715e-01	9.7468e-01	2.5039e-01	3	1.1981e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM33	ENSG00000184863	ENST00000401878	true	true	1.0000e+00	2.8958e-01	2.4895e+00	2.1122e-01	28	1.3257e+02			9.7835e-01	0.0000e+00	2.9345e-02
RBM34	ENSG00000188739	ENST00000408888	true	true	2.7490e-12	1.1428e+00	-1.0135e+00	8.7494e-01	39	4.4575e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM38	ENSG00000132819	ENST00000356208	true	true	8.0809e-02	7.7451e-01	4.9745e-01	4.6792e-01	11	2.3508e+01			9.1911e-01	0.0000e+00	0.0000e+00
RBM39	ENSG00000131051	ENST00000253363	true	true	1.0000e+00	2.4435e-01	6.8470e+00	1.5081e-01	12	7.9569e+01			1.0000e+00	1.1132e-01	0.0000e+00
RBM4	ENSG00000173933	ENST00000310092	true	true	9.9576e-01	4.4627e-01	2.1939e+00	2.3759e-01	7	2.9462e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM41	ENSG00000089682	ENST00000685964	true	true	7.9566e-02	7.0981e-01	1.1870e+00	4.5404e-01	14	3.0834e+01			9.4508e-01	0.0000e+00	0.0000e+00
RBM42	ENSG00000126254	ENST00000262633	true	true	3.1632e-03	7.3012e-01	2.3117e+00	5.0702e-01	21	4.1418e+01			9.8472e-01	0.0000e+00	0.0000e+00
RBM43	ENSG00000184898	ENST00000331426	true	true	7.0906e-05	1.5652e+00	1.1110e+00	9.6603e-01	12	1.2422e+01			1.0000e+00	0.0000e+00	1.1204e-02
RBM44	ENSG00000177483	ENST00000316997	true	true	2.1187e-13	7.7075e-01	1.0524e+00	6.2796e-01	66	1.0510e+02			9.8351e-01	0.0000e+00	0.0000e+00
RBM45	ENSG00000155636	ENST00000286070	true	true	4.0148e-09	8.7120e-01	1.7795e+00	6.6700e-01	39	5.8471e+01			9.9930e-01	0.0000e+00	7.7356e-03
RBM46	ENSG00000151962	ENST00000281722	true	true	9.9802e-01	4.4915e-01	3.8317e+00	2.7722e-01	12	4.3287e+01			9.9687e-01	0.0000e+00	0.0000e+00
RBM47	ENSG00000163694	ENST00000295971	true	true	5.1691e-02	6.4186e-01	2.3548e+00	4.4573e-01	21	4.7114e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBM48	ENSG00000127993	ENST00000265732	true	true	9.6803e-11	1.2349e+00	1.2444e-01	9.1938e-01	32	3.4806e+01			1.0000e+00	5.9310e-01	0.0000e+00
RBM4B	ENSG00000173914	ENST00000310046	true	true	8.5709e-02	7.2417e-01	1.7676e+00	4.5548e-01	13	2.8541e+01			1.0000e+00	1.0000e+00	0.0000e+00
RBM5	ENSG00000003756	ENST00000347869	true	true	1.0000e+00	1.8533e-01	5.9437e+00	1.2036e-01	15	1.2463e+02			1.0000e+00	0.0000e+00	4.0900e-04
RBM6	ENSG00000004534	ENST00000266022	true	true	1.0000e+00	2.3200e-01	2.8367e+00	1.6375e-01	23	1.4045e+02			9.9852e-01	0.0000e+00	0.0000e+00
RBM7	ENSG00000076053	ENST00000375490	true	true	2.3944e-01	6.6752e-01	1.9176e+00	4.1985e-01	13	3.0963e+01			1.0000e+00	4.4944e-01	0.0000e+00
RBM8A	ENSG00000265241	ENST00000583313	true	true	8.8469e-01	5.7580e-01	3.4037e+00	3.1912e-01	8	2.5069e+01			1.0000e+00	1.0000e+00	0.0000e+00
RBMS1	ENSG00000153250	ENST00000348849	true	true	9.9993e-01	4.0944e-01	3.2380e+00	2.7297e-01	17	6.2278e+01			9.8768e-01	0.0000e+00	0.0000e+00
RBMS2	ENSG00000076067	ENST00000262031	true	true	1.3388e-08	8.5257e-01	2.5979e+00	6.5045e-01	38	5.8421e+01			9.9836e-01	0.0000e+00	0.0000e+00
RBMS3	ENSG00000144642	ENST00000383767	true	true	3.9584e-01	5.5699e-01	6.6450e-01	4.0390e-01	27	6.6848e+01			9.9008e-01	0.0000e+00	0.0000e+00
RBMX	ENSG00000147274	ENST00000320676	true	true	1.0000e+00	1.6210e-01	4.9583e+00	3.4170e-02	1	2.9265e+01			9.8295e-01	2.6257e-01	8.5251e-04
RBMX2	ENSG00000134597	ENST00000305536	true	true			1.7320e+00					no_exp_lof	9.8551e-01	6.8634e-01	4.3478e-02
RBMXL1	ENSG00000213516	ENST00000652648	true	true	2.5168e-04	9.1992e-01	1.7772e+00	6.2036e-01	18	2.9015e+01			9.9145e-01	1.0000e+00	2.5641e-03
RBMXL2	ENSG00000170748	ENST00000306904	true	true	4.9237e-02	6.4391e+00	-8.5499e-01	2.0455e+00	2	9.7775e-01			8.1037e-01	0.0000e+00	0.0000e+00
RBMXL3	ENSG00000175718	ENST00000424776	true	true	4.4257e-02	8.0021e+00	-7.7025e-01	2.5420e+00	2	7.8677e-01			9.3877e-01	0.0000e+00	0.0000e+00
RBMY1A1	ENSG00000234414	ENST00000382707	true	true							low_exome_mapping_quality	no_exp_lof|no_exp_mis|no_exp_syn	2.3992e-01	1.0000e+00	0.0000e+00
RBMY1B	ENSG00000242875	ENST00000619219	false	false							low_exome_mapping_quality	no_exp_lof|no_exp_mis|no_exp_syn	1.2999e-01	1.0000e+00	0.0000e+00
RBMY1E	ENSG00000242389	ENST00000382659	true	true			2.4326e+00				low_exome_mapping_quality	no_exp_lof|no_exp_syn	1.4113e-01	1.0000e+00	0.0000e+00
RBMY1F	ENSG00000169800	ENST00000303766	true	true			6.4628e-01				low_exome_coverage|low_exome_mapping_quality	no_exp_lof|no_exp_syn	0.0000e+00	1.0000e+00	0.0000e+00
RBMY1J	ENSG00000226941	ENST00000250831	false	true							low_exome_coverage|low_exome_mapping_quality	no_exp_lof|no_exp_mis|no_exp_syn	0.0000e+00	1.0000e+00	0.0000e+00
RBP1	ENSG00000114115	ENST00000672186	true	true	2.0812e-06	1.3335e+00	-7.7044e-02	8.9924e-01	18	2.0017e+01			9.9154e-01	0.0000e+00	0.0000e+00
RBP2	ENSG00000114113	ENST00000232217	true	true	1.3321e-06	1.4976e+00	3.3461e-01	9.9842e-01	17	1.7027e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBP3	ENSG00000265203	ENST00000584701	true	true	1.2533e-13	9.7646e-01	-5.3864e-01	7.7145e-01	50	6.4813e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBP4	ENSG00000138207	ENST00000371464	true	true	7.9929e-01	5.9912e-01	7.0656e-01	3.4333e-01	9	2.6214e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBP5	ENSG00000139194	ENST00000266560	true	true	1.3827e-03	1.0921e+00	-8.5878e-02	6.7402e-01	12	1.7804e+01			9.8519e-01	0.0000e+00	0.0000e+00
RBP7	ENSG00000162444	ENST00000294435	true	true	2.1806e-04	1.2365e+00	4.8859e-01	7.7772e-01	13	1.6716e+01			9.9502e-01	0.0000e+00	0.0000e+00
RBPJ	ENSG00000168214	ENST00000355476	true	true	1.0000e+00	2.3178e-01	5.0787e+00	1.3282e-01	9	6.7759e+01			1.0000e+00	3.9220e-01	7.5291e-03
RBPJL	ENSG00000124232	ENST00000343694	true	true	2.5005e-15	1.0989e+00	1.5673e-01	8.6822e-01	50	5.7589e+01			9.8582e-01	0.0000e+00	0.0000e+00
RBPMS	ENSG00000157110	ENST00000397323	true	true	9.8413e-01	4.9070e-01	1.7255e+00	2.6124e-01	7	2.6795e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBPMS2	ENSG00000166831	ENST00000300069	true	true	6.3791e-03	8.5318e-01	7.9581e-01	5.4575e-01	14	2.5653e+01			8.6124e-01	0.0000e+00	0.0000e+00
RBSN	ENSG00000131381	ENST00000253699	true	true	5.1414e-06	7.4816e-01	1.9248e+00	5.6196e-01	34	6.0503e+01			1.0000e+00	0.0000e+00	0.0000e+00
RBX1	ENSG00000100387	ENST00000216225	true	true			3.4215e+00					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
RC3H1	ENSG00000135870	ENST00000367696	true	true	9.9903e-01	4.5808e-01	4.0875e+00	3.6191e-01	50	1.3816e+02			9.9912e-01	0.0000e+00	0.0000e+00
RC3H2	ENSG00000056586	ENST00000357244	true	true	1.0000e+00	3.1383e-01	2.9493e+00	2.3254e-01	31	1.3331e+02			1.0000e+00	0.0000e+00	0.0000e+00
RCAN1	ENSG00000159200	ENST00000313806	true	true	6.1254e-02	7.9455e-01	1.0863e+00	4.8002e-01	11	2.2916e+01			7.7778e-01	0.0000e+00	0.0000e+00
RCAN2	ENSG00000172348	ENST00000371374	true	true	5.1300e-01	6.6674e-01	7.1847e-01	3.8208e-01	9	2.3555e+01			1.0000e+00	0.0000e+00	0.0000e+00
RCAN3	ENSG00000117602	ENST00000374395	true	true	1.6229e-06	1.2746e+00	1.4791e+00	8.6865e-01	19	2.1873e+01			9.9862e-01	0.0000e+00	0.0000e+00
RCBTB1	ENSG00000136144	ENST00000378302	true	true	5.2831e-12	9.4218e-01	1.4975e+00	7.3688e-01	46	6.2426e+01			1.0000e+00	0.0000e+00	0.0000e+00
RCBTB2	ENSG00000136161	ENST00000344532	true	true	3.1358e-16	1.0521e+00	1.3264e+00	8.4046e-01	55	6.5440e+01			1.0000e+00	0.0000e+00	0.0000e+00
RCC1	ENSG00000180198	ENST00000683442	true	true	9.9967e-01	4.0969e-01	2.9368e+00	2.4751e-01	11	4.4442e+01			1.0000e+00	0.0000e+00	0.0000e+00
RCC1L	ENSG00000274523	ENST00000610322	true	true	7.4304e-13	1.0037e+00	-2.1170e-01	7.8501e-01	46	5.8598e+01			9.1810e-01	0.0000e+00	0.0000e+00
RCC2	ENSG00000179051	ENST00000375436	true	true	9.9967e-01	4.3510e-01	3.2391e+00	2.9653e-01	19	6.4075e+01			8.1801e-01	6.5134e-02	0.0000e+00
RCCD1	ENSG00000166965	ENST00000394258	true	true	6.0186e-15	1.3861e+00	-1.1192e+00	1.0648e+00	40	3.7567e+01			7.3670e-01	0.0000e+00	0.0000e+00
RCE1	ENSG00000173653	ENST00000309657	true	true	1.7206e-01	6.5905e-01	-2.1003e-02	4.2801e-01	15	3.5046e+01			9.7366e-01	0.0000e+00	0.0000e+00
RCHY1	ENSG00000163743	ENST00000324439	true	true	3.3995e-03	7.2758e-01	1.4266e+00	5.0526e-01	21	4.1563e+01			1.0000e+00	0.0000e+00	0.0000e+00
RCL1	ENSG00000120158	ENST00000381750	true	true	1.3119e-04	7.9577e-01	-2.1704e+00	5.6584e-01	24	4.2415e+01			1.0000e+00	0.0000e+00	2.9491e-02
RCN1	ENSG00000049449	ENST00000054950	true	true	3.7058e-01	6.3122e-01	2.0491e+00	4.0377e-01	14	3.4673e+01			9.5670e-01	1.0574e-01	0.0000e+00
RCN2	ENSG00000117906	ENST00000394885	true	true	3.7851e-05	8.6934e-01	2.0362e-01	6.1362e-01	23	3.7483e+01			8.4858e-01	0.0000e+00	0.0000e+00
RCN3	ENSG00000142552	ENST00000270645	true	true	3.5999e-16	1.4830e+00	3.9910e-01	1.1430e+00	41	3.5871e+01			9.7764e-01	0.0000e+00	0.0000e+00
RCOR1	ENSG00000089902	ENST00000262241	true	true	1.0000e+00	3.0356e-01	2.0404e+00	1.8736e-01	12	6.4049e+01			8.5979e-01	0.0000e+00	9.0034e-02
RCOR2	ENSG00000167771	ENST00000301459	true	true	9.9551e-01	4.7374e-01	1.8896e+00	3.2286e-01	19	5.8850e+01			8.6106e-01	4.3212e-01	0.0000e+00
RCOR3	ENSG00000117625	ENST00000419091	true	true	1.0000e+00	3.2266e-01	3.4183e+00	2.0295e-01	13	6.4056e+01			1.0000e+00	0.0000e+00	0.0000e+00
RCSD1	ENSG00000198771	ENST00000367854	true	true	1.1924e-05	8.4817e-01	-7.9274e-01	6.1127e-01	26	4.2535e+01			9.7837e-01	0.0000e+00	0.0000e+00
RCVRN	ENSG00000109047	ENST00000226193	true	true	2.5629e-09	1.5958e+00	3.9654e-03	1.1264e+00	23	2.0420e+01			1.0000e+00	0.0000e+00	0.0000e+00
RD3	ENSG00000198570	ENST00000680073	true	true	3.0696e-03	1.0754e+00	-1.7341e-01	6.4968e-01	11	1.6931e+01			1.0000e+00	0.0000e+00	0.0000e+00
RD3L	ENSG00000227729	ENST00000557640	true	true	1.3623e-01	9.4967e-01	-1.5280e-01	4.8115e-01	6	1.2470e+01			1.0000e+00	0.0000e+00	0.0000e+00
RDH10	ENSG00000121039	ENST00000240285	true	true	4.2541e-01	6.4342e-01	3.5824e+00	3.9712e-01	12	3.0217e+01			1.0000e+00	0.0000e+00	0.0000e+00
RDH11	ENSG00000072042	ENST00000381346	true	true	6.6891e-04	8.3471e-01	7.7916e-01	5.6886e-01	19	3.3400e+01			1.0000e+00	0.0000e+00	0.0000e+00
RDH12	ENSG00000139988	ENST00000551171	true	true	7.7981e-05	8.8880e-01	9.8300e-02	6.1721e-01	21	3.4024e+01			1.0000e+00	0.0000e+00	0.0000e+00
RDH13	ENSG00000160439	ENST00000415061	true	true	1.1203e-14	1.6412e+00	-1.3660e+00	1.2378e+00	35	2.8275e+01			9.7482e-01	0.0000e+00	0.0000e+00
RDH14	ENSG00000240857	ENST00000381249	true	true	5.2922e-06	1.3180e+00	-1.7070e+00	8.7867e-01	17	1.9347e+01			9.3155e-01	0.0000e+00	0.0000e+00
RDH16	ENSG00000139547	ENST00000398138	true	true	5.2056e-10	1.5638e+00	-3.8938e-01	1.1197e+00	25	2.2328e+01			1.0000e+00	0.0000e+00	0.0000e+00
RDH5	ENSG00000135437	ENST00000257895	true	true	1.5958e-09	1.4575e+00	8.7000e-01	1.0436e+00	25	2.3956e+01			1.0000e+00	0.0000e+00	0.0000e+00
RDH8	ENSG00000080511	ENST00000591589	true	true	1.1438e-03	9.8322e-01	4.3874e-01	6.2893e-01	14	2.2260e+01			1.0000e+00	0.0000e+00	0.0000e+00
RDM1	ENSG00000278023	ENST00000620284	true	true	2.6686e-10	1.3865e+00	1.4012e+00	1.0113e+00	28	2.7687e+01			1.0000e+00	1.0094e-01	0.0000e+00
RDX	ENSG00000137710	ENST00000645495	true	true	8.6562e-01	5.1339e-01	1.4591e+00	3.8222e-01	32	8.3722e+01			9.9886e-01	9.2624e-02	4.0595e-02
REC114	ENSG00000183324	ENST00000331090	true	true	9.5103e-09	1.1913e+00	-4.0400e-01	8.6384e-01	27	3.1256e+01			1.0000e+00	0.0000e+00	0.0000e+00
REC8	ENSG00000100918	ENST00000611366	true	true	2.0050e-06	6.9393e-01	2.1482e+00	5.3651e-01	42	7.8284e+01			1.0000e+00	0.0000e+00	0.0000e+00
RECK	ENSG00000122707	ENST00000377966	true	true	7.9301e-13	7.3231e-01	1.9261e+00	5.9935e-01	69	1.1512e+02			9.6567e-01	0.0000e+00	0.0000e+00
RECQL	ENSG00000004700	ENST00000444129	true	true	2.5486e-24	1.1694e+00	1.1224e+00	9.6245e-01	73	7.5848e+01			9.9230e-01	1.4381e-01	5.6497e-03
RECQL4	ENSG00000160957	ENST00000617875	true	true	3.2500e-64	1.4015e+00	-6.7531e+00	1.2282e+00	158	1.2864e+02		outlier_mis|outlier_syn	9.7572e-01	0.0000e+00	0.0000e+00
RECQL5	ENSG00000108469	ENST00000317905	true	true	1.2830e-25	1.0161e+00	6.2227e-01	8.5102e-01	88	1.0340e+02			9.9092e-01	0.0000e+00	0.0000e+00
REELD1	ENSG00000250673	ENST00000623665	true	true	1.3292e-06	3.0680e+00	-3.4909e+00	1.8935e+00	12	6.3373e+00	low_exome_coverage	outlier_mis	0.0000e+00	0.0000e+00	0.0000e+00
REEP1	ENSG00000068615	ENST00000538924	true	true	5.2510e-04	7.7996e-01	1.8211e+00	5.4621e-01	22	4.0277e+01			7.4178e-01	0.0000e+00	2.3474e-03
REEP2	ENSG00000132563	ENST00000378339	true	true	9.8687e-01	4.8932e-01	2.3657e+00	2.8041e-01	9	3.2096e+01			9.5801e-01	0.0000e+00	0.0000e+00
REEP3	ENSG00000165476	ENST00000373758	true	true	1.0157e-02	7.0350e-01	9.1647e-01	4.8414e-01	20	4.1311e+01			9.4510e-01	0.0000e+00	0.0000e+00
REEP4	ENSG00000168476	ENST00000306306	true	true	8.1529e-03	7.6123e-01	4.0338e-01	5.0750e-01	17	3.3497e+01			1.0000e+00	0.0000e+00	0.0000e+00
REEP5	ENSG00000129625	ENST00000379638	true	true	2.3177e-09	1.5080e+00	-5.3122e-01	1.0722e+00	24	2.2383e+01			1.0000e+00	0.0000e+00	0.0000e+00
REEP6	ENSG00000115255	ENST00000233596	true	true	2.1555e-06	1.2461e+00	-5.6563e-01	8.4923e-01	19	2.2373e+01			9.2029e-01	0.0000e+00	0.0000e+00
REG1A	ENSG00000115386	ENST00000233735	true	true	2.0963e-07	1.4057e+00	2.6289e-01	9.6736e-01	20	2.0675e+01			1.0000e+00	0.0000e+00	0.0000e+00
REG1B	ENSG00000172023	ENST00000305089	true	true	4.3383e-08	1.4845e+00	-1.5141e+00	1.0309e+00	21	2.0370e+01			1.0000e+00	0.0000e+00	0.0000e+00
REG3A	ENSG00000172016	ENST00000305165	true	true	1.3352e-04	1.1246e+00	-3.1920e-01	7.3032e-01	15	2.0539e+01			9.9619e-01	0.0000e+00	0.0000e+00
REG3G	ENSG00000143954	ENST00000272324	true	true	8.9752e-07	1.3371e+00	-8.9294e-01	9.1123e-01	19	2.0851e+01			1.0000e+00	0.0000e+00	0.0000e+00
REG4	ENSG00000134193	ENST00000256585	true	true	9.7379e-05	1.0883e+00	-6.1497e-01	7.1653e-01	16	2.2330e+01			1.0000e+00	0.0000e+00	0.0000e+00
REL	ENSG00000162924	ENST00000394479	true	true	9.7906e-01	5.0324e-01	1.8216e+00	3.2682e-01	15	4.5897e+01			1.0000e+00	0.0000e+00	0.0000e+00
RELA	ENSG00000173039	ENST00000406246	true	true	9.9997e-01	3.8588e-01	2.7885e+00	2.4684e-01	14	5.6718e+01			9.9577e-01	3.7387e-01	0.0000e+00
RELB	ENSG00000104856	ENST00000221452	true	true	9.9994e-01	3.9521e-01	2.3923e+00	2.5280e-01	14	5.5379e+01			9.7237e-01	0.0000e+00	0.0000e+00
RELCH	ENSG00000134444	ENST00000644646	true	true	1.0000e+00	3.5390e-01	4.1837e+00	2.7276e-01	41	1.5032e+02			9.9397e-01	0.0000e+00	0.0000e+00
RELL1	ENSG00000181826	ENST00000454158	true	true	1.9186e-01	7.3634e-01	1.1034e+00	4.3411e-01	10	2.3036e+01			1.0000e+00	0.0000e+00	0.0000e+00
RELL2	ENSG00000164620	ENST00000297164	true	true	1.1936e-04	9.6888e-01	5.8790e-01	6.5338e-01	18	2.7549e+01			1.0000e+00	0.0000e+00	0.0000e+00
RELN	ENSG00000189056	ENST00000428762	true	true	1.0000e+00	2.9633e-01	3.8219e+00	2.5255e-01	108	4.2764e+02			9.9538e-01	0.0000e+00	1.9268e-04
RELT	ENSG00000054967	ENST00000064780	true	true	1.1392e-09	9.5298e-01	6.7031e-01	7.2439e-01	37	5.1077e+01			9.6512e-01	0.0000e+00	0.0000e+00
REM1	ENSG00000088320	ENST00000201979	true	true	7.3621e-06	1.0766e+00	4.2754e-02	7.4092e-01	20	2.6994e+01			1.0000e+00	0.0000e+00	0.0000e+00
REM2	ENSG00000139890	ENST00000267396	true	true	8.9514e-09	1.3812e+00	7.6574e-01	9.8212e-01	24	2.4437e+01			9.4804e-01	0.0000e+00	0.0000e+00
REN	ENSG00000143839	ENST00000272190	true	true	5.4057e-13	1.1176e+00	1.5658e+00	8.6402e-01	42	4.8610e+01			1.0000e+00	0.0000e+00	0.0000e+00
RENBP	ENSG00000102032	ENST00000393700	true	true	1.9148e-01	6.4348e-01	7.1193e-01	4.2367e-01	16	3.7765e+01			9.1803e-01	0.0000e+00	2.8103e-02
REP15	ENSG00000174236	ENST00000310791	true	true	1.7288e-01	4.2390e+00	6.6995e-01	8.9358e-01	1	1.1191e+00			1.0000e+00	0.0000e+00	0.0000e+00
REPIN1	ENSG00000214022	ENST00000489432	true	true	5.1113e-02	1.6157e+00	6.6830e-01	7.0604e-01	4	5.6654e+00			9.9359e-01	0.0000e+00	0.0000e+00
REPS1	ENSG00000135597	ENST00000450536	true	true	8.6478e-01	5.0476e-01	2.0212e+00	3.8645e-01	39	1.0092e+02			9.9958e-01	0.0000e+00	0.0000e+00
REPS2	ENSG00000169891	ENST00000357277	true	true	1.0637e-01	6.0798e-01	1.6390e+00	4.2914e-01	23	5.3596e+01			8.6010e-01	0.0000e+00	2.8788e-02
RER1	ENSG00000157916	ENST00000605895	true	true	9.9773e-01	4.1907e-01	2.5178e+00	2.1233e-01	6	2.8258e+01			1.0000e+00	0.0000e+00	0.0000e+00
RERE	ENSG00000142599	ENST00000400908	true	true	1.0000e+00	3.5644e-01	1.8967e+00	2.7382e-01	40	1.4608e+02			9.0187e-01	1.1111e-01	2.8097e-02
